filename,width,height,class,xmin,ymin,xmax,ymax
triangle_025.jpg,300,300,triangle,97,82,142,121
triangle101.jpg,300,300,triangle,260,156,296,196
square323.jpg,300,300,square,37,72,97,130
square_0129.jpg,300,300,square,117,100,164,146
triangle115.jpg,300,300,triangle,167,99,208,136
triangle_08.jpg,300,300,triangle,34,187,73,225
square337.jpg,300,300,square,134,239,199,300
triangle_031.jpg,300,300,triangle,164,118,222,164
square_338.jpg,300,300,square,173,210,220,258
square_310.jpg,300,300,square,146,201,181,234
triangle_20.jpg,300,300,triangle,102,118,137,152
triangle_019.jpg,300,300,triangle,55,110,87,138
square_0115.jpg,300,300,square,204,199,229,225
triangle129.jpg,300,300,triangle,231,193,268,231
square_304.jpg,300,300,square,132,143,162,174
triangle_0133.jpg,300,300,triangle,114,38,156,78
triangle_0127.jpg,300,300,triangle,40,37,82,72
square_258.jpg,300,300,square,22,94,64,134
square257.jpg,300,300,square,11,93,77,159
square243.jpg,300,300,square,142,230,177,266
triangle_145.jpg,300,300,triangle,124,158,153,185
square_264.jpg,300,300,square,27,109,64,144
square_270.jpg,300,300,square,234,247,266,280
square74.jpg,300,300,square,78,14,125,61
square60.jpg,300,300,square,95,87,154,145
square280.jpg,300,300,square,86,110,146,172
square48.jpg,300,300,square,126,211,174,262
triangle34.jpg,300,300,triangle,180,121,228,172
triangle277.jpg,300,300,triangle,22,89,52,120
triangle_0286.jpg,300,300,triangle,230,183,280,226
triangle_347.jpg,300,300,triangle,74,153,102,180
triangle263.jpg,300,300,triangle,50,49,91,91
square_0277.jpg,300,300,square,234,188,270,223
square_066.jpg,300,300,square,199,241,236,280
triangle_409.jpg,300,300,triangle,222,20,251,46
square_072.jpg,300,300,square,179,176,210,206
square_0263.jpg,300,300,square,216,40,256,79
triangle_390.jpg,300,300,triangle,108,222,145,255
triangle_0245.jpg,300,300,triangle,143,136,194,180
square_0288.jpg,300,300,square,112,175,160,222
square_099.jpg,300,300,square,135,187,171,224
triangle_384.jpg,300,300,triangle,21,183,53,213
triangle_0251.jpg,300,300,triangle,224,77,281,122
triangle288.jpg,300,300,triangle,185,182,216,213
triangle_0279.jpg,300,300,triangle,63,45,115,90
triangle_0278.jpg,300,300,triangle,172,87,201,114
triangle289.jpg,300,300,triangle,216,84,266,132
triangle_0250.jpg,300,300,triangle,206,205,242,234
triangle_385.jpg,300,300,triangle,29,221,80,266
triangle_0244.jpg,300,300,triangle,216,168,259,207
square_098.jpg,300,300,square,90,118,138,166
square_073.jpg,300,300,square,88,210,124,245
square_0262.jpg,300,300,square,114,237,141,264
square_0262.jpg,300,300,square,3,164,142,296
square_0276.jpg,300,300,square,39,109,67,137
triangle_420.jpg,300,300,triangle,91,185,124,216
triangle262.jpg,300,300,triangle,25,134,77,185
triangle_0293.jpg,300,300,triangle,222,68,263,105
triangle_0287.jpg,300,300,triangle,212,238,257,279
triangle21.jpg,300,300,triangle,12,112,57,157
square49.jpg,300,300,square,249,177,294,220
square281.jpg,300,300,square,25,157,74,207
triangle_193.jpg,300,300,triangle,81,170,127,210
square75.jpg,300,300,square,240,111,300,180
square295.jpg,300,300,square,107,116,162,167
triangle_178.jpg,300,300,triangle,71,20,111,54
square_271.jpg,300,300,square,26,181,76,231
square256.jpg,300,300,square,212,92,241,121
triangle_150.jpg,300,300,triangle,223,75,275,121
triangle_0126.jpg,300,300,triangle,171,119,203,149
triangle_0132.jpg,300,300,triangle,97,54,143,94
triangle128.jpg,300,300,triangle,153,219,192,260
square_0114.jpg,300,300,square,140,61,181,101
square_305.jpg,300,300,square,74,145,120,192
triangle_018.jpg,300,300,triangle,25,171,48,195
triangle_21.jpg,300,300,triangle,185,80,219,111
triangle_030.jpg,300,300,triangle,66,23,100,53
square336.jpg,300,300,square,149,154,203,206
triangle_09.jpg,300,300,triangle,82,68,134,114
triangle114.jpg,300,300,triangle,177,127,218,169
square_0128.jpg,300,300,square,198,103,251,156
square322.jpg,300,300,square,28,161,88,221
triangle100.jpg,300,300,triangle,139,52,176,89
triangle_024.jpg,300,300,triangle,93,62,140,105
triangle_2.jpg,300,300,triangle,131,238,175,278
triangle_0318.jpg,300,300,triangle,58,145,101,186
triangle_0442.jpg,300,300,triangle,123,96,161,130
triangle_0330.jpg,300,300,triangle,12,61,54,97
square1.jpg,300,300,square,227,58,285,119
square_107.jpg,300,300,square,195,235,241,282
square_0316.jpg,300,300,square,94,123,120,150
square_15.jpg,300,300,square,185,71,221,108
square108.jpg,300,300,square,233,160,272,199
square_01.jpg,300,300,square,85,232,117,266
square_29.jpg,300,300,square,29,147,78,195
square134.jpg,300,300,square,130,99,182,148
triangle_232.jpg,300,300,triangle,169,113,219,158
triangle_226.jpg,300,300,triangle,103,139,155,188
triangle302.jpg,300,300,triangle,184,168,226,216
square120.jpg,300,300,square,28,30,85,88
square_117.jpg,300,300,square,125,135,175,182
square118.jpg,300,300,square,209,203,242,235
square_0306.jpg,300,300,square,180,99,212,130
square_05.jpg,300,300,square,16,56,54,94
square_11.jpg,300,300,square,228,162,264,197
square_103.jpg,300,300,square,220,159,267,207
triangle306.jpg,300,300,triangle,42,96,92,149
square_39.jpg,300,300,square,177,143,219,187
triangle_222.jpg,300,300,triangle,72,88,123,132
triangle_236.jpg,300,300,triangle,21,245,63,282
square130.jpg,300,300,square,160,140,221,201
triangle312.jpg,300,300,triangle,93,289,116,300
triangle_0308.jpg,300,300,triangle,122,75,159,109
triangle_6.jpg,300,300,triangle,16,179,41,203
square5.jpg,300,300,square,126,1,199,52
triangle_0334.jpg,300,300,triangle,154,159,207,207
triangle138.jpg,300,300,triangle,17,169,52,210
square_0104.jpg,300,300,square,125,47,173,94
triangle_25.jpg,300,300,triangle,227,15,256,40
square_315.jpg,300,300,square,217,167,254,203
square_0110.jpg,300,300,square,114,196,165,248
triangle_31.jpg,300,300,triangle,53,153,98,191
triangle_020.jpg,300,300,triangle,246,65,283,99
triangle104.jpg,300,300,triangle,160,134,201,179
square326.jpg,300,300,square,179,47,234,101
square_329.jpg,300,300,square,248,214,285,248
square332.jpg,300,300,square,29,111,78,159
triangle_034.jpg,300,300,triangle,35,203,86,249
triangle_0136.jpg,300,300,triangle,194,42,237,80
square_261.jpg,300,300,square,98,77,135,114
square_275.jpg,300,300,square,149,191,180,220
triangle_154.jpg,300,300,triangle,163,102,195,131
square252.jpg,300,300,square,145,83,201,138
square_249.jpg,300,300,square,230,199,270,238
square246.jpg,300,300,square,124,219,181,272
triangle_140.jpg,300,300,triangle,223,23,253,50
triangle31.jpg,300,300,triangle,129,83,169,124
triangle25.jpg,300,300,triangle,203,69,231,100
square59.jpg,300,300,square,151,62,182,93
square59.jpg,300,300,square,45,228,100,282
square71.jpg,300,300,square,188,84,218,115
triangle19.jpg,300,300,triangle,83,241,134,293
square285.jpg,300,300,square,12,104,50,146
square_063.jpg,300,300,square,99,132,141,174
square_0266.jpg,300,300,square,248,84,273,109
square_077.jpg,300,300,square,237,225,260,249
triangle_0283.jpg,300,300,triangle,133,249,166,280
triangle_356.jpg,300,300,triangle,196,124,224,156
triangle_0297.jpg,300,300,triangle,91,238,118,264
triangle266.jpg,300,300,triangle,75,195,118,238
triangle299.jpg,300,300,triangle,120,95,156,135
triangle_395.jpg,300,300,triangle,205,75,234,101
triangle_0240.jpg,300,300,triangle,158,82,193,114
square_0299.jpg,300,300,square,236,67,267,96
triangle_381.jpg,300,300,triangle,27,98,77,144
triangle_0254.jpg,300,300,triangle,176,171,215,201
square_0298.jpg,300,300,square,32,64,74,106
square_089.jpg,300,300,square,233,255,258,281
triangle_0241.jpg,300,300,triangle,231,200,273,240
triangle_394.jpg,300,300,triangle,101,205,141,241
triangle298.jpg,300,300,triangle,135,190,160,214
triangle_0269.jpg,300,300,triangle,77,24,127,68
triangle267.jpg,300,300,triangle,219,241,251,271
triangle_343.jpg,300,300,triangle,29,172,71,210
triangle_0296.jpg,300,300,triangle,254,142,281,166
triangle273.jpg,300,300,triangle,174,42,225,95
square_0267.jpg,300,300,square,92,219,117,245
square_076.jpg,300,300,square,79,103,121,142
square_062.jpg,300,300,square,218,140,265,187
square_0273.jpg,300,300,square,178,174,228,222
square284.jpg,300,300,square,179,130,222,176
triangle18.jpg,300,300,triangle,218,150,260,193
square64.jpg,300,300,square,43,212,98,268
triangle_196.jpg,300,300,triangle,175,181,230,231
square70.jpg,300,300,square,46,53,103,110
square58.jpg,300,300,square,173,90,225,141
triangle24.jpg,300,300,triangle,213,157,251,197
triangle30.jpg,300,300,triangle,192,8,219,36
triangle_141.jpg,300,300,triangle,218,179,261,219
square247.jpg,300,300,square,102,195,155,246
triangle_155.jpg,300,300,triangle,11,168,44,197
square_274.jpg,300,300,square,75,118,122,164
square_260.jpg,300,300,square,82,34,124,73
triangle_0137.jpg,300,300,triangle,126,134,155,159
triangle_035.jpg,300,300,triangle,27,65,78,110
square333.jpg,300,300,square,84,207,151,274
square327.jpg,300,300,square,146,36,183,72
square_0139.jpg,300,300,square,42,8,69,35
triangle105.jpg,300,300,triangle,16,133,51,165
triangle_021.jpg,300,300,triangle,20,105,68,148
square_328.jpg,300,300,square,171,103,222,153
square_300.jpg,300,300,square,180,228,225,275
triangle_24.jpg,300,300,triangle,11,173,43,198
square_0105.jpg,300,300,square,212,111,265,165
triangle139.jpg,300,300,triangle,131,271,171,300
square_314.jpg,300,300,square,83,40,131,88
triangle_0321.jpg,300,300,triangle,106,223,132,248
square4.jpg,300,300,square,124,80,172,127
triangle_0335.jpg,300,300,triangle,28,55,81,102
triangle_0309.jpg,300,300,triangle,46,106,98,151
triangle313.jpg,300,300,triangle,66,172,105,204
square131.jpg,300,300,square,129,27,199,96
square_38.jpg,300,300,square,191,59,237,104
triangle307.jpg,300,300,triangle,193,91,231,131
square125.jpg,300,300,square,115,25,150,59
square_10.jpg,300,300,square,45,188,98,242
square_0313.jpg,300,300,square,82,171,113,203
square_102.jpg,300,300,square,177,70,221,112
square_116.jpg,300,300,square,21,235,61,275
square_04.jpg,300,300,square,223,33,256,64
square_0307.jpg,300,300,square,227,37,269,77
square119.jpg,300,300,square,119,84,179,146
square_100.jpg,300,300,square,94,245,128,278
square_0311.jpg,300,300,square,231,227,264,261
square_12.jpg,300,300,square,103,239,140,277
triangle_209.jpg,300,300,triangle,186,161,222,193
square_06.jpg,300,300,square,148,95,197,145
square_114.jpg,300,300,square,141,194,176,228
triangle_235.jpg,300,300,triangle,153,143,185,172
square133.jpg,300,300,square,135,102,202,163
square133.jpg,300,300,triangle,113,102,243,223
square133.jpg,300,300,triangle,54,70,300,300
triangle311.jpg,300,300,triangle,240,205,270,234
triangle305.jpg,300,300,triangle,110,19,152,58
triangle_221.jpg,300,300,triangle,123,205,177,250
square_128.jpg,300,300,square,49,60,75,86
triangle_0445.jpg,300,300,triangle,201,30,256,83
triangle_0337.jpg,300,300,triangle,96,217,133,249
square6.jpg,300,300,square,17,194,63,240
square_0113.jpg,300,300,square,146,191,189,234
triangle_32.jpg,300,300,triangle,199,95,245,135
square_302.jpg,300,300,square,205,148,260,204
square_316.jpg,300,300,square,82,70,115,101
square319.jpg,300,300,square,139,207,175,245
triangle_26.jpg,300,300,triangle,98,256,127,280
triangle113.jpg,300,300,triangle,180,67,212,98
square331.jpg,300,300,square,1,102,58,166
triangle_037.jpg,300,300,triangle,43,230,96,277
triangle_023.jpg,300,300,triangle,144,213,195,257
triangle107.jpg,300,300,triangle,159,94,211,140
square325.jpg,300,300,square,205,95,251,140
triangle_0109.jpg,300,300,triangle,19,69,61,105
triangle_0121.jpg,300,300,triangle,166,246,205,280
triangle_0135.jpg,300,300,triangle,194,160,249,211
square99.jpg,300,300,square,210,134,271,195
square279.jpg,300,300,square,108,263,142,295
square_276.jpg,300,300,square,130,206,163,240
square245.jpg,300,300,square,119,174,153,207
square251.jpg,300,300,square,228,141,264,177
triangle26.jpg,300,300,triangle,240,83,273,124
square66.jpg,300,300,square,95,68,153,120
square286.jpg,300,300,square,178,74,230,127
square286.jpg,300,300,triangle,1,4,237,211
square286.jpg,300,300,triangle,7,76,207,219
square286.jpg,300,300,triangle,159,181,239,255
square_289.jpg,300,300,square,194,111,227,142
square292.jpg,300,300,square,77,107,114,142
square72.jpg,300,300,square,143,101,189,145
square_074.jpg,300,300,square,114,162,155,205
square_0265.jpg,300,300,square,37,73,74,110
square_0271.jpg,300,300,square,85,43,110,67
square_060.jpg,300,300,square,186,14,216,44
square_048.jpg,300,300,square,113,154,140,180
triangle_0294.jpg,300,300,triangle,179,96,231,142
triangle265.jpg,300,300,triangle,60,230,107,271
square_0259.jpg,300,300,square,147,145,189,186
triangle271.jpg,300,300,triangle,199,35,234,69
triangle_0280.jpg,300,300,triangle,126,124,164,157
triangle_0257.jpg,300,300,triangle,31,50,74,86
triangle_0243.jpg,300,300,triangle,85,203,135,249
triangle_0242.jpg,300,300,triangle,15,240,61,280
triangle_397.jpg,300,300,triangle,154,76,203,120
triangle_354.jpg,300,300,triangle,116,244,157,281
triangle_0281.jpg,300,300,triangle,94,233,137,271
square_049.jpg,300,300,square,221,243,246,269
square_0258.jpg,300,300,square,17,221,58,264
triangle264.jpg,300,300,triangle,148,253,185,292
triangle_0295.jpg,300,300,triangle,102,80,147,122
square_0270.jpg,300,300,square,85,220,114,250
square_061.jpg,300,300,square,74,192,122,241
square_075.jpg,300,300,square,175,24,220,71
square_0264.jpg,300,300,square,202,189,238,225
triangle258.jpg,300,300,triangle,112,34,140,63
triangle_195.jpg,300,300,triangle,52,47,81,73
square73.jpg,300,300,square,28,111,82,165
square293.jpg,300,300,square,33,93,103,161
square287.jpg,300,300,square,59,71,123,134
triangle_181.jpg,300,300,triangle,53,209,102,255
square67.jpg,300,300,square,103,229,155,280
square_288.jpg,300,300,square,93,100,129,135
triangle33.jpg,300,300,triangle,222,163,250,188
square250.jpg,300,300,square,83,132,133,184
triangle_156.jpg,300,300,triangle,222,240,268,279
square244.jpg,300,300,square,103,1,154,48
square278.jpg,300,300,square,35,131,85,179
square98.jpg,300,300,square,31,80,77,126
square_277.jpg,300,300,square,137,43,181,84
triangle_0134.jpg,300,300,triangle,154,29,180,53
triangle_0108.jpg,300,300,triangle,158,96,208,139
square324.jpg,300,300,square,152,56,194,97
triangle106.jpg,300,300,triangle,114,137,161,180
triangle_022.jpg,300,300,triangle,86,204,125,242
triangle_036.jpg,300,300,triangle,201,223,235,254
square_317.jpg,300,300,square,192,56,244,110
square318.jpg,300,300,square,190,206,245,261
square_0112.jpg,300,300,square,12,30,50,68
square_303.jpg,300,300,square,40,218,77,253
triangle_0336.jpg,300,300,triangle,152,37,187,69
square7.jpg,300,300,square,133,26,189,84
triangle_0444.jpg,300,300,triangle,32,118,69,152
triangle_0322.jpg,300,300,triangle,236,51,271,84
triangle304.jpg,300,300,triangle,140,99,182,143
square_0338.jpg,300,300,square,230,61,259,90
square126.jpg,300,300,square,155,224,196,265
triangle310.jpg,300,300,triangle,47,117,96,168
square132.jpg,300,300,square,173,31,229,83
square_07.jpg,300,300,square,223,117,264,158
triangle338.jpg,300,300,triangle,219,148,251,184
square_0304.jpg,300,300,square,204,137,237,170
square_115.jpg,300,300,square,39,131,77,168
square_101.jpg,300,300,square,21,196,57,232
triangle_208.jpg,300,300,triangle,173,87,213,125
square_13.jpg,300,300,square,60,70,109,118
square_0310.jpg,300,300,square,217,182,251,215
triangle411.jpg,300,300,triangle,147,202,192,247
square155.jpg,300,300,square,199,26,229,56
triangle377.jpg,300,300,triangle,102,84,154,131
square_48.jpg,300,300,square,74,121,120,166
triangle_253.jpg,300,300,triangle,255,76,290,109
triangle_0392.jpg,300,300,triangle,231,191,273,230
square141.jpg,300,300,square,151,147,187,183
triangle363.jpg,300,300,triangle,127,119,155,148
triangle405.jpg,300,300,triangle,78,58,110,90
square_166.jpg,300,300,square,240,22,271,50
square169.jpg,300,300,square,41,43,101,101
square_60.jpg,300,300,square,156,162,209,215
square_0363.jpg,300,300,square,58,245,86,273
square_172.jpg,300,300,square,171,22,213,61
square_199.jpg,300,300,square,193,87,239,133
triangle_0423.jpg,300,300,triangle,64,224,106,260
triangle_0345.jpg,300,300,triangle,192,152,220,180
square_0388.jpg,300,300,square,90,175,146,229
square196.jpg,300,300,square,207,111,248,151
square182.jpg,300,300,square,143,135,213,207
triangle_0351.jpg,300,300,triangle,214,116,260,162
triangle_284.jpg,300,300,triangle,210,149,242,177
triangle_0437.jpg,300,300,triangle,199,133,239,168
triangle388.jpg,300,300,triangle,118,254,148,282
triangle_0379.jpg,300,300,triangle,85,132,134,176
triangle_0184.jpg,300,300,triangle,83,139,131,186
triangle_051.jpg,300,300,triangle,186,71,216,98
square_0149.jpg,300,300,square,170,156,198,184
triangle175.jpg,300,300,triangle,70,37,111,80
square357.jpg,300,300,square,181,137,229,187
square_358.jpg,300,300,square,71,142,118,188
triangle161.jpg,300,300,triangle,167,116,196,144
square343.jpg,300,300,square,109,102,156,149
triangle_0190.jpg,300,300,triangle,59,100,105,142
triangle_045.jpg,300,300,triangle,47,65,97,106
square_402.jpg,300,300,square,106,36,144,71
triangle149.jpg,300,300,triangle,60,164,104,204
triangle_54.jpg,300,300,triangle,138,172,183,209
square_364.jpg,300,300,square,129,208,177,255
square419.jpg,300,300,square,111,236,149,273
square_370.jpg,300,300,square,189,170,237,216
triangle_079.jpg,300,300,triangle,192,99,233,137
square_0161.jpg,300,300,square,62,104,101,145
square394.jpg,300,300,square,16,101,78,165
triangle_086.jpg,300,300,triangle,112,107,160,150
square380.jpg,300,300,square,70,73,107,109
triangle_97.jpg,300,300,triangle,101,178,151,220
square223.jpg,300,300,square,24,103,60,139
square237.jpg,300,300,triangle,41,56,299,300
triangle_131.jpg,300,300,triangle,110,105,158,147
triangle83.jpg,300,300,triangle,84,107,123,147
triangle_119.jpg,300,300,triangle,17,35,55,67
square_210.jpg,300,300,square,75,90,111,124
square_204.jpg,300,300,square,197,129,248,180
triangle97.jpg,300,300,triangle,232,136,279,182
square14.jpg,300,300,square,162,194,226,253
triangle68.jpg,300,300,triangle,135,208,177,246
triangle54.jpg,300,300,triangle,28,149,68,195
square28.jpg,300,300,square,253,96,300,161
triangle217.jpg,300,300,triangle,162,31,203,79
square_012.jpg,300,300,square,24,185,51,212
square_0203.jpg,300,300,square,89,72,133,115
square_0217.jpg,300,300,square,219,76,271,126
triangle_0225.jpg,300,300,triangle,227,118,258,149
triangle_0219.jpg,300,300,triangle,122,156,158,191
triangle_0218.jpg,300,300,triangle,248,207,278,234
triangle_0230.jpg,300,300,triangle,62,74,100,108
square_0216.jpg,300,300,square,48,183,91,227
square_0202.jpg,300,300,square,245,116,278,149
triangle216.jpg,300,300,triangle,35,199,75,235
triangle_332.jpg,300,300,triangle,51,227,81,255
square29.jpg,300,300,square,154,3,196,44
triangle41.jpg,300,300,triangle,151,55,199,101
square15.jpg,300,300,square,138,164,172,198
square_205.jpg,300,300,square,196,183,245,233
triangle_118.jpg,300,300,triangle,97,36,137,69
square_211.jpg,300,300,square,28,153,77,202
square_239.jpg,300,300,square,56,119,108,171
triangle_130.jpg,300,300,triangle,133,228,161,255
square236.jpg,300,300,square,126,172,161,208
square222.jpg,300,300,square,236,90,282,137
triangle_124.jpg,300,300,triangle,117,234,153,268
square381.jpg,300,300,square,136,9,187,58
triangle_0152.jpg,300,300,triangle,200,144,237,177
triangle_087.jpg,300,300,triangle,163,168,217,217
triangle_0146.jpg,300,300,triangle,181,107,219,142
triangle_093.jpg,300,300,triangle,64,82,112,123
square_371.jpg,300,300,square,98,145,153,199
square418.jpg,300,300,square,260,183,300,234
triangle_41.jpg,300,300,triangle,133,32,182,80
square_417.jpg,300,300,square,73,192,109,228
triangle_078.jpg,300,300,triangle,141,211,175,242
triangle148.jpg,300,300,triangle,158,198,204,249
square_403.jpg,300,300,square,150,60,203,112
square_0174.jpg,300,300,square,104,48,154,100
square_365.jpg,300,300,square,104,195,133,225
square342.jpg,300,300,square,69,161,101,194
triangle160.jpg,300,300,triangle,104,205,145,243
square356.jpg,300,300,square,19,76,68,123
triangle174.jpg,300,300,triangle,127,26,177,75
triangle_050.jpg,300,300,triangle,112,36,152,69
triangle_0185.jpg,300,300,triangle,73,172,121,214
square_359.jpg,300,300,square,16,124,46,154
triangle389.jpg,300,300,triangle,216,131,261,176
triangle_0350.jpg,300,300,triangle,183,207,229,250
square183.jpg,300,300,square,193,81,243,132
triangle_0436.jpg,300,300,triangle,24,23,71,63
triangle_0422.jpg,300,300,triangle,147,70,200,114
square_198.jpg,300,300,square,111,94,166,148
square197.jpg,300,300,square,120,191,181,252
square_0389.jpg,300,300,square,79,46,110,79
triangle_0344.jpg,300,300,triangle,77,72,133,120
square_0362.jpg,300,300,square,166,202,197,236
square_61.jpg,300,300,square,186,162,212,189
square_173.jpg,300,300,square,141,129,184,174
square_0404.jpg,300,300,square,150,123,202,175
square_0376.jpg,300,300,square,236,56,275,97
square_75.jpg,300,300,square,194,28,229,62
square168.jpg,300,300,square,119,238,188,300
triangle362.jpg,300,300,triangle,131,249,154,275
triangle_0393.jpg,300,300,triangle,207,35,255,79
triangle404.jpg,300,300,triangle,165,158,211,204
triangle410.jpg,300,300,triangle,136,91,172,128
triangle_0387.jpg,300,300,triangle,10,155,50,188
square_49.jpg,300,300,square,24,66,51,92
triangle376.jpg,300,300,triangle,48,39,94,83
square154.jpg,300,300,square,75,172,142,238
triangle406.jpg,300,300,triangle,71,114,103,144
triangle_244.jpg,300,300,triangle,97,224,124,247
triangle_0391.jpg,300,300,triangle,164,112,204,151
square142.jpg,300,300,square,216,114,267,164
triangle360.jpg,300,300,triangle,125,217,158,256
square156.jpg,300,300,square,97,50,142,92
triangle374.jpg,300,300,triangle,101,29,130,57
square_0348.jpg,300,300,square,56,132,107,185
triangle412.jpg,300,300,triangle,101,163,137,199
square_159.jpg,300,300,square,192,155,237,196
square_171.jpg,300,300,square,149,95,175,121
square_63.jpg,300,300,square,202,99,247,140
square_0360.jpg,300,300,square,47,143,88,183
triangle_278.jpg,300,300,triangle,158,90,208,136
triangle348.jpg,300,300,triangle,80,1,111,21
square_77.jpg,300,300,square,98,142,144,188
square_0374.jpg,300,300,square,48,247,75,271
square_165.jpg,300,300,square,236,195,278,237
triangle_0434.jpg,300,300,triangle,170,226,211,259
triangle_0352.jpg,300,300,triangle,169,206,193,232
triangle_0346.jpg,300,300,triangle,168,37,216,83
triangle_293.jpg,300,300,triangle,50,215,102,264
square195.jpg,300,300,square,206,104,245,141
